IP,Definition,Unit,structure_tautological,structure_explanatory,structure_no_response,qualifier_attempt,qualifier_no_attempt,victim_first_person,victim_second_person,victim_generic,victim_entity,adversary_generic,adversary_specific,action_impersonation,action_steal_data,action_disclose_data,action_data_loss,action_blackmail,action_deceit,action_public_cyberbullying,action_private_cyberbullying,action_harassment,action_discrimination,action_other_cyberbullying,action_hack,action_ddos,action_misc,motivation_accidental,motivation_financial_gain,motivation_impersonation,motivation_blackmail,motivation_information_gain ,motivation_destructive,motivation_other,technical_details_lock,technical_details_encrypt,technical_details_publish,technical_details_reputation,technical_details_facebook,technical_details_twitter,technical_details_instagram,technical_details_misc,technical_details_personal_identifiers,technical_details_financial_data,technical_details_classified_data,impact_reputation,impact_mental_anguish,impact_therapy,impact_legal_cost,impact_notification_costs,impact_misc,frequency_cyber _attack,frequency_cyberbullying,frequency_cyber_extortion,frequency_identity_theft ,frequency_online_fraud  ,frequency_data_breach  ,cost_usd_cyber_attack,cost_usd_cyberbullying,cost_usd_cyber_extortion,cost_usd_identity_theft ,cost_usd_online_fraud  ,cost_usd_data_breach  ,cost_gbp_cyberbullying  ,cost_gbp_cyber_extortion,cost_gbp_identity_theft ,cost_gbp_online_fraud  ,cost_gbp_data_breach  ,cost_gbp_cyber_attack,cost_adjusted_cyberbullying  ,cost_adjusted_cyber_extortion,cost_adjusted_identity_theft ,cost_adjusted_online_fraud  ,cost_adjusted_data_breach  ,cost_adjusted_cyber_attack,insurance_travel,insurance_health,insurance_home,insurance_car,insurance_life,cybercrime_coverage
109.154.163.14,Cyberbullying,"Bullying that takes place online, often anonymously, including malicious or unkind messages",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Rarely / Once in 50 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,Usually / Every year,0,0,0,0,0,0,0,4375,2656,11094,469,0,0,5687.5,3452.8,14422.2,609.7,0,No,Yes,Yes,Yes,Yes,No
31.94.28.179,Cyberbullying,Malicious online personal attacks,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Close to never,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,0,0,0,0,0,0,9331,50000,50000,50000,50000,50000,12130.3,65000,65000,65000,65000,65000,No,Yes,Yes,Yes,Yes,No
5.64.121.137,Cyberbullying,"Cyberbullying is when a vulnerable individual is targeted and mistreated online, this can include misuse of their personal information, bribery and threats to share their private information and photo's if they don't obey the bully.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,0,0,0,0,0,0,47,892,2653,4413,2089,610,61.1,1159.6,3448.9,5736.9,2715.7,793,No,No,No,Yes,No,No
86.170.1.223,Cyberbullying,"I'd define this of more of a social media problem, usually the left wing ""be kind"" brigade piling onto anyone (including their own) who don't strictly agree with and adhere to their views on vaccines, trans ideology, Brexit, immigration etc",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Usually / Every year,Close to never,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,0,0,0,0,0,0,0,0,139,0,0,1515,0,0,180.7,0,0,1969.5,No,Yes,Yes,Yes,No,Do not know
151.227.233.56,Cyberbullying,Using the internet or messaging to intimidate or bully you usually in an anonymous capacity,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sometimes / Once in 5 years,Frequently / Once in 2 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,Frequently / Once in 2 years,Frequently / Once in 2 years,0,0,0,0,0,0,2254,10211,6056,15070,18521,845,2930.2,13274.3,7872.8,19591,24077.3,1098.5,No,No,Yes,Yes,No,No
51.194.11.36,Cyberbullying,"Intimidating behaviour targetting online users, by threatening, humiliating or embarrassing them.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sometimes / Once in 5 years,Sometimes / Once in 5 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Sometimes / Once in 5 years,0,0,0,0,0,0,620,0,0,0,10056,197,806,0,0,0,13072.8,256.1,No,No,No,Yes,No,No
90.207.209.245,Cyberbullying,cyberbullying is when electronic means are used to bully someone,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Usually / Every year,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,5000,20000,20000,10000,20000,0,6500,26000,26000,13000,26000,Yes,No,Yes,Yes,Yes,No
171.33.195.10,Cyberbullying,Using the social media to bully another.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Frequently / Once in 2 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Frequently / Once in 2 years,0,0,0,0,0,0,0,1056,2042,2113,0,0,0,1372.8,2654.6,2746.9,0,0,No,No,Yes,Yes,No,No
51.194.3.224,Cyberbullying,A person bullies a person online using social media platforms or email.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sometimes / Once in 5 years,Close to never,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Frequently / Once in 2 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,1878,3779,37160,892,6103,0,2441.4,4912.7,48308,1159.6,7933.9,Yes,Yes,Yes,No,Yes,No
82.11.32.66,Cyberbullying,when your data is stolen and then they bully you to pay money.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Close to never,Close to never,Close to never,0,0,0,0,0,0,8803,9437,9085,10000,10352,9789,11443.9,12268.1,11810.5,13000,13457.6,12725.7,Yes,Yes,Yes,Yes,Yes,No
90.205.145.96,Cyberbullying,"A form of bullying that occurs in online settings, such as via social media, instant messaging and text messages.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Sometimes / Once in 5 years,Occasionally / Once in 10 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,2099,6324,5056,2239,1676,0,2728.7,8221.2,6572.8,2910.7,2178.8,Yes,No,No,No,No,No
92.234.178.55,Cyberbullying,fake social media profiles bullying other profiles. Or bots bullying.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Usually / Every year,Occasionally / Once in 10 years,Frequently / Once in 2 years,Frequently / Once in 2 years,Frequently / Once in 2 years,0,0,0,0,0,0,704,5000,5352,2606,11761,8662,915.2,6500,6957.6,3387.8,15289.3,11260.6,Yes,No,No,Yes,Yes,No
92.40.185.98,Cyberbullying,Trying to get information by blackmail.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Usually / Every year,Close to never,Close to never,Frequently / Once in 2 years,0,0,0,0,0,0,7666,10053,50000,12573,47321,11645,9965.8,13068.9,65000,16344.9,61517.3,15138.5,No,Yes,Yes,Yes,Yes,No
88.107.52.163,Cyberbullying,"Use of online social media platforms to target an individual with malicious communications, or spread libellous rumours about that individual",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Frequently / Once in 2 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Frequently / Once in 2 years,Usually / Every year,0,0,0,0,0,0,3085,5408,5338,24775,7732,10479,4010.5,7030.4,6939.4,32207.5,10051.6,13622.7,Yes,No,Yes,Yes,No,"Yes (if yes, please specify all the policies under which you have the coverage)"
86.146.184.207,Cyberbullying,when people bully another over the interent or spread infomration images about you (or threaten to),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,0,0,0,0,0,0,0,0,10117,10047,0,0,0,0,13152.1,13061.1,0,0,Yes,No,Yes,No,Yes,No
109.148.198.194,Cyberbullying,"Sending harassing or threatening communications online, such as via social media or text message.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,4296,23732,16690,8592,0,0,5584.8,30851.6,21697,11169.6,0,No,No,Yes,No,No,No
80.43.104.132,Cyberbullying,Sending messages of an intimidating,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Close to never,0,0,0,0,0,0,1690,20070,20282,30211,1690,15423,2197,26091,26366.6,39274.3,2197,20049.9,Yes,No,No,No,No,No
86.154.83.45,Cyberbullying,"When people use the internet, like social media or texts, to be mean and hurtful to others. It's like traditional bullying, but it happens in the digital world. They might spread rumours, send nasty messages, or post hurtful stuff online to target and harass someone.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Occasionally / Once in 10 years,Close to never,Close to never,Close to never,Close to never,0,0,0,0,0,0,0,1465,10197,10056,1958,0,0,1904.5,13256.1,13072.8,2545.4,0,No,No,No,Yes,No,No
78.149.27.33,Cyberbullying,bullying done over the internet,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Usually / Every year,Rarely / Once in 50 years,Close to never,Close to never,Frequently / Once in 2 years,0,0,0,0,0,0,0,0,20070,5070,0,4859,0,0,26091,6591,0,6316.7,No,No,Yes,No,No,No
90.212.58.198,Cyberbullying,Tormenting and bullying someone through the internet,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,Frequently / Once in 2 years,Occasionally / Once in 10 years,0,0,0,0,0,0,0,5000,5000,10000,5000,5000,0,6500,6500,13000,6500,6500,Yes,Yes,Yes,Yes,No,No
31.94.1.150,Cyberbullying,"Making any remark online that is demeaning or threatening. The fact that many social media sites allow anonymous usage makes cyberbullying common.People have dies because of it, usually from self-harm.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Rarely / Once in 50 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,0,0,0,0,0,0,0,10000,7113,7324,0,7394,0,13000,9246.9,9521.2,0,9612.2,Yes,No,Yes,Yes,No,No
81.99.103.242,Cyberbullying,"something that seems to affect younger people more than anyone i guess, nasty comments meant to intimidate or scare the recipients into doing things against their will or harmful things to people",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sometimes / Once in 5 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,0,0,0,0,0,0,10403,20333,21812,16601,11741,24699,13523.9,26432.9,28355.6,21581.3,15263.3,32108.7,No,No,No,No,No,No
86.137.3.9,Cyberbullying,"Bullying of any sort is where the victim is made to feel threatened, unsafe or unhappy. The only difference with cyberbullying is that the bullies hide behind their keyboards and can not always be identified - this includes 'trolls' who get a kick out of saying vile things to people to undermine their self confidence",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Sometimes / Once in 5 years,Close to never,Close to never,Occasionally / Once in 10 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,0,10282,10282,3873,4930,0,0,13366.6,13366.6,5034.9,6409,No,No,Yes,Yes,No,Do not know
87.74.195.175,Cyberbullying,Bulling and taking advantage of people online,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Usually / Every year,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Sometimes / Once in 5 years,0,0,0,0,0,0,6333,19756,36483,20783,10976,12961,8232.9,25682.8,47427.9,27017.9,14268.8,16849.3,No,No,Yes,No,Yes,Do not know
188.221.229.191,Cyberbullying,Bullying someone online. Typically via messaging or social media.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Close to never,Close to never,Close to never,0,0,0,0,0,0,0,0,20448,0,0,0,0,0,26582.4,0,0,0,Yes,No,Yes,Yes,Yes,Do not know
87.74.66.3,Cyberbullying,bullying someone online,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Sometimes / Once in 5 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,0,0,0,0,0,0,0,0,2113,2183,0,0,0,0,2746.9,2837.9,0,0,No,No,No,Yes,No,No
213.120.24.84,Cyberbullying,"Using for example social media to make disparaging, unkind, cruel, or hateful comments towards an individual or a group, often from an anonymous sender.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Close to never,Close to never,Close to never,Occasionally / Once in 10 years,Occasionally / Once in 10 years,0,0,0,0,0,0,0,0,15005,15005,0,15005,0,0,19506.5,19506.5,0,19506.5,No,Yes,Yes,Yes,Yes,No
188.214.8.141,Cyberbullying,"Basically bullying that happens online. Happens mostly on social media, but could also be harrassment on different communication apps like Whatsapp and such.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Frequently / Once in 2 years,Usually / Every year,Sometimes / Once in 5 years,Rarely / Once in 50 years,Sometimes / Once in 5 years,Frequently / Once in 2 years,0,0,0,0,0,0,5070,5070,30282,10352,3028,10634,6591,6591,39366.6,13457.6,3936.4,13824.2,No,Yes,Yes,No,Yes,No
78.149.156.215,Cyberbullying,"Internet or phone harassing, spreading insults, unfavourable information about persons and sharing inaprpriate data or photos",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Usually / Every year,Usually / Every year,Frequently / Once in 2 years,Usually / Every year,Usually / Every year,Usually / Every year,0,0,0,0,0,0,1535,1042,10056,3085,0,1042,1995.5,1354.6,13072.8,4010.5,0,1354.6,No,No,Yes,Yes,No,No
82.25.7.194,Cyberbullying,Bulling that rakes place online rather than face to face,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Close to never,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,0,11834,10645,8001,8163,0,0,15384.2,13838.5,10401.3,10611.9,Yes,Yes,Yes,No,No,No
